word
mytalktools is
is still
still my
my go
go to
to tool
tool in
in my
my classroom
thank you
you very
very much
much for
for creating
creating this
this free
free version
version i
i know
know that
that you
you guys
guys have
have been
been pioneers
pioneers on
on creating
creating apps
apps for
for individuals
individuals with
with disabilities
disabilities as
as a
a speech
speech therapist
therapist i
i have
have to
to recognize
recognize the
the importance
importance of
of giving
giving a
a voice
voice to
to those
those who
who struggle
struggle with
with communication
communication at
at a
a affable
affable price
price you
you guys
guys are
are definitely
definitely revolutionizing
revolutionizing this
this field
field by
by providing
providing affordable
affordable access
access to
to aac
aac way
way to
to go
i can
can finally
finally talk
talk this
this is
is a
a great
great app
app i'm
i'm an
an slp
slp working
working in
in rehab
rehab and
and home
home care
care not
not all
all our
our patients
patients need
need or
or can
can afford
afford a
a device
device that
that costs
costs thousands
thousands it
it is
is easy
easy to
to use
use and
and family
family can
can easily
easily learn
learn how
how to
to customize
customize it
it even
even more
more after
after they
they are
are trained
trained because
because the
the app
app is
is affordable
affordable it
it is
is easy
easy to
to convince
convince facilities
facilities and
and families
families to
to purchase
purchase it
it i
i will
will always
always remember
remember the
the first
first time
time my
my patient
patient used
used it
it to
to say
say i
i love
love you
you to
to her
her son
son after
after years
years of
of saying
saying only
only yes
yes yes
yes thank
thank you
you for
for the
the wonderful
wonderful tool
giving dad
dad his
his voice
voice back
back i
i scoured
scoured the
the internet
internet for
for an
an app
app to
to help
help my
my dad
dad communicate
communicate despite
despite his
his aphasia
aphasia i
i am
am not
not even
even sure
sure how
how i
i stumbled
stumbled on
on this
this app
app it
it was
was a
a little
little tricky
tricky at
at first
first getting
getting it
it set
set up
up but
but i
i went
went on
on a
a computer
computer and
and within
within a
a few
few minutes
minutes i
i was
was happy
happy to
to be
be on
on my
my way
way to
to setting
setting it
it up
up i
i can
can make
make changes
changes remotely
remotely and
and love
love how
how my
my mom
mom and
and dad
dad can
can benefit
benefit from
from the
the changes
changes immediately
immediately i
i also
also appreciate
appreciate a
a free
free 30
30 day
day trial
trial to
to see
see if
if this
this continues
continues to
to be
be a
a perfect
perfect fit
can not
not use
use app
app i
i was
was referred
referred by
by my
my son
son speech
speech therapist
therapist but
but app
app is
is not
not allowing
allowing me
me to
to create
create an
an account
a must
must amazing
amazing program
program i
i am
am an
an at
at specialist
specialist and
and this
this program
program is
is amazing
amazing it
it can
can obviously
obviously be
be used
used as
as a
a communication
communication tool
tool but
but can
can also
also be
be customized
customized for
for anything
anything including
including choice
choice boards
boards iep
iep goals
goals schedules
schedules and
and anything
anything else
else you
you can
can imagine
imagine the
the customer
customer service
service for
for this
this app
app is
is also
also second
second to
to none
none i
i have
have asked
asked questions
questions and
and the
the response
response is
is lightning
lightning quick
quick they
they are
are patient
patient and
and kind
kind when
when responding
responding and
and the
the fact
fact that
that the
the program
program uses
uses the
the cloud
cloud to
to back
back up
up the
the data
data is
is so
so much
much easier
easier and
and well
well thought
thought out
out than
than using
using another
another program
program that
that uses
uses dropbox
dropbox you
you simply
simply put
put in
in your
your user
user name
name and
and password
password and
and your
your data
data is
is there
there i
i cannot
cannot recommend
recommend this
this highly
highly enough
enough for
for those
those who
who work
work with
with special
special ed
ed students
students or
or those
those with
with disabilities
disabilities also
also in
in my
my opinion
opinion the
the workspace
workspace is
is totally
totally worth
worth the
the money
money it
it makes
makes it
it so
so much
much easier
easier to
to program
program the
the students
students devices
devices using
using workspace
workspace once
once again
again this
this is
is amazing
amazing product
product and
and i
i highly
highly recommend
recommend it
teachers of
of students
students with
with severe
severe cognitive
cognitive disabilities
disabilities need
need this
this one
one i
i have
have used
used mytalktools
mytalktools in
in my
my classroom
classroom for
for two
two years
years my
my colleagues
colleagues have
have noticed
noticed how
how much
much more
more their
their students
students interact
interact with
with curriculum
curriculum content
content both
both on
on an
an independent
independent level
level and
and a
a supported
supported level
level they
they have
have worked
worked at
at getting
getting ipads
ipads and
and this
this app
app into
into their
their classroom
classroom too
too do
do go
go through
through all
all the
the detailed
detailed training
training because
because this
this is
is a
a very
very powerful
powerful tool
tool and
and can
can do
do a
a lot
lot without
without investing
investing a
a bit
bit of
of time
time to
to understand
understand it
it you
you can
can miss
miss parts
parts that
that may
may be
be very
very useful
useful with
with all
all the
the push
push to
to evaluate
evaluate teachers
teachers on
on student
student achievement
achievement mytalktools
mytalktools can
can be
be a
a wonderful
wonderful tool
tool to
to help
help with
with communication
communication and
and assessment
assessment of
of any
any curriculum
curriculum if
if a
a student
student doesn't
doesn't already
already have
have a
a communication
communication device
device or
or alternate
alternate mode
mode of
of communication
communication try
try it
it out
out with
with apple
apple tv
tv mirroring
mirroring on
on your
your lcd
lcd projector
projector for
for the
the whole
whole class
class to
to follow
follow along
love this
this app
app bick
bick pratt
pratt and
and his
his team
team of
of professionals
professionals have
have given
given one
one of
of my
my students
students a
a voice
voice today
today i
i used
used the
the lite
lite version
version with
with my
my non
non verbal
verbal student
student just
just to
to see
see his
his face
face light
light up
up when
when he
he pressed
pressed his
his picture
picture that
that said
said his
his name
name was
was priceless
priceless am
am anxious
anxious to
to see
see what
what else
else he
he can
can tell
tell me
me with
with his
his new
new voice
voice thanks
thanks for
for developing
developing an
an easy
easy to
to use
use app
app you
you have
have designed
designed it
it perfectly
perfectly one
one can
can see
see how
how many
many hours
hours you
you have
have put
put into
into developing
developing it
it i
i like
like how
how i
i can
can add
add my
my voice
voice and
and own
own pictures
pictures from
from my
my photos
photos the
the symbolix
symbolix and
and public
public library
library are
are also
also a
a plus.i
plus.i also
also like
like how
how the
the tutorials
tutorials guide
guide you
you through
through the
the process
process my
my talk
talk tools
tools rock
my talk
talk tools
tools lite
lite i
i am
am a
a speech
speech therapist
therapist using
using this
this app
app with
with my
my adult
adult patients
patients and
and i
i have
have found
found it
it an
an excellent
excellent tool
tool to
to serve
serve as
as an
an assistive
assistive communication
communication device
device or
or as
as visual
visual support
support for
for verbal
verbal communication
communication it
it is
is easy
easy to
to set
set up
up and
and edit
edit and
and makes
makes use
use of
of your
your own
own photos
photos internet
internet searches
searches or
or icons
icons and
and recorded
recorded speech
speech or
or text
text to
to speech
speech i
i have
have found
found it
it easy
easy to
to teach
teach to
to family
family members
members and
and patients
patients themselves
themselves the
the technical
technical support
support is
is excellent
excellent and
and my
my questions
questions have
have been
been answered
answered quickly
quickly and
and helpfully
helpfully i
i have
have used
used the
the workspace
workspace to
to set
set up
up boards
boards for
for my
my patients
patients which
which has
has been
been extremely
extremely useful
revolutionizes my
my classroom
classroom i
i cannot
cannot say
say enough
enough good
good things
things about
about this
this app
app it
it has
has opened
opened doors
doors in
in the
the communication
communication realm
realm for
for my
my students
students with
with significant
significant disabilities
disabilities it
it not
not only
only gives
gives my
my students
students a
a voice
voice they
they didn't
didn't have
have before
before but
but engages
engages them
them in
in learning
learning this
this app
app is
is easy
easy to
to use
use and
and has
has countless
countless customization
customization options
options customer
customer service
service is
is amazing
amazing any
any issue
issue i've
i've ever
ever had
had has
has been
been swiftly
swiftly resolved
resolved by
by their
their wonderful
wonderful staff
good app
app not
not so
so good
good instructions
instructions i
i installed
installed this
this app
app on
on my
my granddaughter's
granddaughter's ipad
ipad she
she is
is six
six and
and non
non verbal
verbal once
once i
i experimented
experimented with
with the
the app
app i
i found
found it
it was
was very
very easy
easy to
to set
set up
up the
the instructions
instructions were
were no
no help
help at
at all
all and
and when
when i
i tried
tried to
to use
use the
the trial
trial board
board website
website i
i was
was redirected
redirected to
to a
a form
form for
for my
my personal
personal information
information once
once i
i saw
saw i
i was
was unable
unable to
to use
use the
the trial
trial unless
unless i
i provided
provided my
my information
information i
i logged
logged off
off and
and used
used the
the mobile
mobile app
app only
wow what
what a
a great
great app
app this
this is
is for
for my
my son
son who's
who's 26
26 has
has autism
autism and
and is
is noverbal
noverbal he
he uses
uses facilitated
facilitated communication
communication but
but only
only with
with a
a few
few people
people he
he was
was able
able to
to get
get himself
himself past
past the
the stage
stage of
of throwing
throwing his
his device
device or
or flipping
flipping it
it up
up into
into the
the facilitator's
facilitator's face
face so
so he
he has
has earned
earned himself
himself an
an ipad
ipad i
i only
only tried
tried one
one other
other app
app before
before this
this one
one but
but it
it was
was much
much less
less expensive
expensive and
and didn't
didn't do
do very
very much
much this
this is
is really
really the
the perfect
perfect app
app for
for him
him he
he could
could locate
locate and
and tap
tap his
his pictures
pictures independently
independently with
with no
no physical
physical prompts
prompts no
no training
training was
was required
required he
he just
just jumped
jumped right
right in
in i
i love
love how
how you
you can
can keep
keep adding
adding layers
layers to
to the
the conversation
conversation we
we use
use photos
photos of
of his
his own
own possessions
possessions his
his own
own body
body and
and himself
himself doing
doing the
the different
different activities
activities that
that he
he might
might request
request for
for menu
menu items
items we
we use
use clipart
clipart from
from the
the actual
actual restaurants
restaurants commercial
commercial entities
entities cannot
cannot do
do this
this because
because of
of copyright
copyright restrictions
restrictions that's
that's why
why they
they end
end up
up with
with those
those infantile
infantile line
line drawings
drawings that
that the
the users
users hate
hate so
so much
much importing
importing photos
photos from
from the
the ipad
ipad photo
photo album
album his
his facebook
facebook page
page and
and the
the restaurant
restaurant websites
websites was
was easy
easy and
and fast
fast you
you can
can get
get friends
friends to
to add
add in
in the
the voice
voice or
or use
use the
the synth
synth voice
voice that
that is
is already
already there
there i
i programmed
programmed everything
everything in
in without
without having
having to
to go
go to
to a
a user
user manual
manual even
even once
once that's
that's how
how intuitive
intuitive it
it is
is you
you people
people really
really did
did your
your homework
my talk
talk tools
tools hi
hi everyone
everyone i
i have
have been
been in
in education
education for
for 20
20 years
years serving
serving as
as a
a teacher
teacher associate
associate i've
i've held
held a
a state
state paraeducator
paraeducator certificate
certificate since
since 2000
2000 this
this will
will be
be my
my 6
6 th
th year
year working
working with
with a
a student
student who
who has
has intellectual
intellectual and
and communication
communication disabilities
disabilities we
we are
are now
now in
in high
high school
school we
we have
have tried
tried several
several communication
communication tools
tools and
and we
we were
were thrilled
thrilled to
to find
find mytalk
mytalk tools
tools about
about 3
3 years
years ago
ago i
i have
have been
been able
able to
to customize
customize mytalk
mytalk boards
boards for
for my
my student's
student's use
use and
and unique
unique needs
needs i
i don't
don't have
have to
to weed
weed through
through myriads
myriads of
of stuff
stuff to
to find
find what
what my
my student
student will
will can
can use
use these
these are
are some
some of
of the
the ways
ways we
we use
use mytalk
mytalk tools
tools home
home school
school and
and in
in community
community order
order favorite
favorite foods
foods when
when dining
dining out
out answer
answer yes
yes no
no class
class questions
questions as
as well
well as
as a
a b
b c
c d
d e
e options
options and
and counting
counting to
to 20
20 oral
oral class
class reports
reports compliment
compliment and
and or
or greet
greet family
family friends
friends class
class mates
mates staff
staff ask
ask for
for help
help bathroom
bathroom express
express feelings
feelings and
and needs
needs she
she can
can tell
tell others
others favorite
favorite movies
movies or
or movies
movies she
she wants
wants to
to watch
watch about
about family
family contact
contact information
information age
age and
and school
school she
she attends
attends what
what recreational
recreational activities
activities she
she enjoys
enjoys about
about weekend
weekend activities
slp i
i have
have used
used mytalk
mytalk for
for my
my nonverbal
nonverbal clients
clients for
for 4
4 years
years now
now it
it has
has helped
helped my
my clients
clients become
become more
more independent
independent at
at work
work and
and in
in the
the community
community i
i use
use the
the professional
professional workspace
workspace to
to quickly
quickly make
make communication
communication cells
cells on
on a
a variety
variety of
of subjects
subjects wants
wants and
and needs
needs ordering
ordering in
in a
a restaurant
restaurant activities
activities to
to choose
choose from
from while
while at
at dayhab
dayhab and
and at
at home
home places
places to
to go
go in
in the
the community
community etc
etc each
each board
board is
is individualized
individualized for
for every
every client
client the
the professional
professional workspace
workspace is
is a
a breeze
breeze to
to use
use any
any problems
problems i
i have
have encountered
encountered only
only a
a few
few times
times in
in the
the 4
4 years
years of
of use
use have
have been
been quickly
quickly remedied
remedied by
by bick
bick or
or kevin
revolutionizes my
my classroom
classroom i
i cannot
cannot say
say enough
enough good
good things
things about
about this
this app
app it
it has
has opened
opened doors
doors in
in the
the communication
communication realm
realm for
for my
my students
students with
with significant
significant disabilities
disabilities it
it not
not only
only gives
gives my
my students
students a
a voice
voice they
they didn't
didn't have
have before
before but
but engages
engages them
them in
in learning
learning this
this app
app is
is easy
easy to
to use
use and
and has
has countless
countless customization
customization options
options customer
customer service
service is
is amazing
amazing any
any issue
issue i've
i've ever
ever had
had has
has been
been swiftly
swiftly resolved
resolved by
by their
their wonderful
wonderful staff
like this
this app
app i
i originally
originally downloaded
downloaded so
so much
much 2
2 say
say and
and loved
loved it
it but
but did
did not
not realize
realize that
that it
it was
was an
an ipad
ipad only
only but
but i
i looked
looked for
for an
an alternative
alternative and
and found
found this
this i
i am
am liking
liking this
this app
app more
more and
and more
more every
every day
day my
my 2
2 1
1 2
2 year
year old
old grandson
grandson is
is picking
picking it
it up
up pretty
pretty well
love it
it love
love my
my talk
talk its
its so
so user
user friendly
friendly you
you can
can customize
customize to
to fit
fit your
your needs
needs an
an inexpensive
inexpensive option
option to
to allow
allow your
your child
child be
be able
able to
to communicate
communicate successfully
successfully my
my son
son loves
loves his
his my
my talk
talk too
great aac
aac option
option this
this a
a a
a very
very good
good app
app for
for augmentative
augmentative communication
communication the
the interface
interface is
is very
very well
well layed
layed out
out and
and there
there are
are a
a lot
lot of
of customizations
customizations that
that can
can be
be implented
implented to
to support
support diverse
diverse aac
aac user
user needs
well conceived
conceived app
app the
the main
main reason
reason i
i like
like this
this apart
apart from
from very
very clean
clean and
and simple
simple boards
boards that
that are
are highly
highly responsive
responsive is
is that
that is
is intelligently
intelligently backed
backed up
up and
and synchronized
synchronized with
with a
a web
web based
based authoring
authoring environment
environment it
it is
is only
only a
a matter
matter of
of time
time before
before the
the ipad
ipad is
is stolen
stolen dropped
dropped or
or missing
missing with
with this
this software
software you
you get
get your
your new
new device
device type
type in
in a
a name
name and
and password
password and
and voila
voila your
your boards
boards are
are re
re downloaded
downloaded it's
it's a
a great
great concept
concept there
there is
is a
a bit
bit of
of an
an initial
initial learning
learning curve
curve but
but once
once you
you learn
learn it
it it's
it's pretty
pretty straight
straight forward
forward took
took me
me a
a couple
couple hours
hours before
before i
i felt
felt comfortable
comfortable but
but now
now it
it seems
seems fine
fine when
when there's
there's a
a field
field of
of 2
2 the
the images
images are
are nice
nice and
and huge
huge and
and fill
fill most
most of
of the
the space
space rather
rather than
than most
most apps
apps where
where you're
you're limited
limited to
to a
a tiny
tiny square
square also
also you
you can
can create
create boards
boards and
and sub
sub boards
boards galore
galore so
so the
the hierarchy
hierarchy of
of language
language starts
starts to
to make
make sense
sense and
and become
become usable
usable vs
vs other
other programs
programs where
where it's
it's a
a flat
flat hierarchy
hierarchy also
also with
with this
this app
app you
you can
can import
import pictures
pictures from
from the
the web
web incredibly
incredibly easily
easily just
just by
by typing
typing a
a keyword
keyword search
search for
for examble
examble we
we buy
buy a
a certain
certain brand
brand of
of yogurt
yogurt and
and i
i typed
typed that
that brand
brand into
into mytalk
mytalk mobile's
mobile's web
web search
search and
and a
a picture
picture of
of the
the package
package instantly
instantly appeared
appeared well
well photographed
photographed clean
clean etc
etc i
i just
just selected
selected it
it and
and it
it worked
worked great
great for
for teachers
teachers and
and speech
speech pathologists
pathologists you
you can
can have
have multiple
multiple sets
sets of
of boards
boards for
for multiple
multiple clients
clients and
and copy
copy and
and paste
paste boards
boards and
and sub
sub boards
boards since
since boards
boards are
are synced
synced with
with a
a web
web based
based authoriing
authoriing workspace
workspace you
you can
can replicate
replicate these
these boards
boards on
on any
any iphone
iphone or
or ipad
ipad simply
simply by
by typing
typing in
in a
a username
username and
and password
password for
for example
example a
a client
client can
can have
have access
access to
to their
their board
board on
on their
their i
i device
device and
and you
you can
can log
log in
in as
as them
them on
on your
your own
own ipad
ipad and
and instantly
instantly pull
pull up
up their
their board
board it's
it's pretty
pretty cool
cool they've
they've really
really thought
thought it
it through
through the
the responsiveness
responsiveness is
is great
great as
as soon
soon as
as you
you press
press the
the picture
picture you
you hear
hear the
the sound
sound and
and the
the picture
picture blinks
blinks to
to give
give you
you visual
visual feedback
feedback downsides
downsides 1
1 when
when authoring
authoring new
new boards
boards on
on the
the ipad
ipad seems
seems slightly
slightly buggy
buggy when
when pasting
pasting cells
cells it
it seems
seems to
to create
create an
an endless
endless loop
loop but
but you
you quickly
quickly figure
figure out
out workarounds
workarounds but
but it
it seems
seems like
like a
a lot
lot of
of extra
extra pointing
pointing and
and clicking
clicking 2
2 the
the web
web authoring
authoring environment
environment is
is great
great in
in concept
concept though
though it
it is
is quite
quite pokey
pokey i
i find
find it
it faster
faster to
to author
author on
on the
the ipad
ipad which
which is
is ironic
ironic because
because they
they created
created the
the web
web authoring
authoring environment
environment to
to enable
enable faster
faster authoring
authoring i
i am
am a
a speech
speech pathologist
pathologist and
and use
use this
this app
app with
with a
a couple
couple of
of my
my pts
pts i
i love
love the
the affordability
affordability of
of this
this app
app the
the only
only complaint
complaint i
i have
have is
is that
that you
you can't
can't delete
delete and
and add
add cells
cells on
on the
the ipad
ipad without
without changing
changing the
the whole
whole board
board the
the only
only way
way i've
i've found
found to
to delete
delete and
and add
add cells
cells without
without changing
changing the
the board
board is
is using
using the
the online
online workspace
workspace however
however it
it cost
cost more
more money
money every
every month
month would
would continue
continue to
to recommend
recommend this
this app
app for
for my
my pts
pts if
if that
that could
could be
be fixed
fixed making
making it
it easier
easier to
to modify
modify boards
boards without
without using
using workspace
workspace some
some of
of my
my pts
pts can
can barely
barely afford
afford the
the ipad
ipad plus
plus app
app not
not including
including the
the added
added fee
fee of
of workspace
workspace can
can we
we get
get an
an update
update to
to make
make adding
adding and
and deleting
deleting cells
cells easier
