"","1","2","3","4","5","6","7","8"
"proloquo2go"",",0,10,0,0,0,7,0,1
"puts",0,1,0,0,0,0,0,0
"puts"",",0,1,0,0,0,0,0,0
"questions",0,1,0,0,3,1,1,0
"questions"",",0,1,0,0,3,1,1,0
"quickly",0,1,0,0,4,1,0,0
"quickly"",",0,1,0,0,4,1,0,0
"qwerty",0,1,0,0,0,0,0,0
"qwerty"",",0,1,0,0,0,0,0,0
"reader",0,1,0,0,0,0,0,0
"reader"",",0,1,0,0,0,0,0,0
"real",0,1,0,0,0,0,0,0
"real"",",0,1,0,0,0,0,0,0
"recognize",0,1,0,0,1,0,0,0
"recognize"",",0,1,0,0,1,0,0,0
"region",0,1,0,0,0,0,0,0
"region"",",0,1,0,0,0,0,0,0
"research",0,1,0,0,0,0,0,0
"research"",",0,1,0,0,0,0,0,0
"resources",0,1,0,0,0,0,0,0
"resources"",",0,1,0,0,0,0,0,0
"revealed",0,1,0,0,0,0,0,0
"revealed"",",0,1,0,0,0,0,0,0
"rounds",0,1,0,0,0,0,0,0
"rounds"",",0,1,0,0,0,0,0,0
"same",0,2,0,0,0,0,0,0
"same"",",0,2,0,0,0,0,0,0
"say",0,2,0,0,6,3,1,0
"say"",",0,2,0,0,6,3,1,0
"screen",0,1,1,1,1,0,1,1
"screen"",",0,1,1,1,1,0,1,1
"seamless",0,1,0,0,0,0,0,0
"seamless"",",0,1,0,0,0,0,0,0
"section",0,1,0,0,0,0,0,0
"section"",",0,1,0,0,0,0,0,0
"selecting",0,1,0,0,0,0,0,0
"selecting"",",0,1,0,0,0,0,0,0
"sentences",0,1,0,0,0,0,2,0
"sentences"",",0,1,0,0,0,0,2,0
"settings",0,1,0,0,0,0,1,0
"settings"",",0,1,0,0,0,0,1,0
"show",0,1,0,0,3,1,0,0
"show"",",0,1,0,0,3,1,0,0
"skills",0,2,0,0,0,0,2,0
"skills"",",0,2,0,0,0,0,2,0
"so"",",0,2,1,1,13,6,2,4
"solutions",0,1,0,0,0,0,0,0
"solutions"",",0,1,0,0,0,0,0,0
"sounding",0,2,0,0,0,0,0,0
"sounding"",",0,2,0,0,0,0,0,0
"speak",0,3,2,3,0,3,0,1
"speak"",",0,3,2,3,0,3,0,1
"step",0,3,0,0,0,0,0,0
"step"",",0,3,0,0,0,0,0,0
"studies",0,1,0,0,0,0,0,0
"studies"",",0,1,0,0,0,0,0,0
"suggestions",0,1,1,0,0,0,0,0
"suggestions"",",0,1,1,0,0,0,0,0
"supporting",0,1,0,0,0,0,0,0
"supporting"",",0,1,0,0,0,0,0,0
"switch",0,2,0,0,0,0,1,0
"switch"",",0,2,0,0,0,0,1,0
"symbols",0,1,2,2,0,0,0,0
"symbols"",",0,1,2,2,0,0,0,0
"system",0,1,0,0,1,0,0,0
"system"",",0,1,0,0,1,0,0,0
"taking",0,1,0,0,0,1,0,0
"taking"",",0,1,0,0,0,1,0,0
"talk",0,1,10,0,7,3,8,1
"talk"",",0,1,10,0,5,3,8,1
"tapping",0,1,0,0,0,0,0,0
"tapping"",",0,1,0,0,0,0,0,0
"teaching",0,1,0,0,1,0,0,0
"teaching"",",0,1,0,0,1,0,0,0
"team",0,1,0,0,1,0,0,0
"team"",",0,1,0,0,1,0,0,0
"there",0,1,1,0,8,5,1,3
"there"",",0,1,1,0,8,5,1,3
"these",0,1,0,0,2,0,0,0
"these"",",0,1,0,0,2,0,0,0
"two",0,1,0,0,2,0,1,0
"two"",",0,1,0,0,2,0,1,0
"type",0,4,1,0,1,0,0,0
"type"",",0,4,1,0,1,0,0,0
"typing",0,2,1,0,2,0,0,0
"typing"",",0,2,1,0,2,0,0,0
"typists",0,1,0,0,0,0,0,0
"typists"",",0,1,0,0,0,0,0,0
"understand",0,1,0,0,1,1,0,0
"understand"",",0,1,0,0,1,1,0,0
"understood",0,1,0,0,0,0,0,0
"understood"",",0,1,0,0,0,0,0,0
"utilized",0,1,0,0,0,1,0,0
"utilized"",",0,1,0,0,0,1,0,0
"view",0,1,0,0,0,0,0,0
"view"",",0,1,0,0,0,0,0,0
"vision",0,1,0,0,0,0,0,0
"vision"",",0,1,0,0,0,0,0,0
"vocabulary",0,5,0,1,0,0,0,3
"vocabulary"",",0,5,0,1,0,0,0,3
"voiceover",0,1,0,0,0,0,0,0
"voiceover"",",0,1,0,0,0,0,0,0
"want",0,1,0,0,0,2,1,0
"want"",",0,1,0,0,0,2,1,0
"website",0,1,0,0,1,0,0,0
"website"")",0,1,0,0,0,0,0,0
"website"",",0,1,0,0,1,0,0,0
"week",0,1,0,0,0,0,0,0
"week"",",0,1,0,0,0,0,0,0
"what",0,3,0,0,4,10,2,1
"what"",",0,3,0,0,3,10,2,1
"whenever",0,1,0,0,0,0,0,0
"whenever"",",0,1,0,0,0,0,0,0
"where",0,1,0,0,4,0,2,0
"where"",",0,1,0,0,4,0,2,0
"which",0,1,2,1,2,6,2,1
"which"",",0,1,2,1,2,6,2,1
"who",0,1,4,1,5,5,4,0
"who"",",0,1,4,1,5,5,4,0
"within",0,1,0,0,1,1,1,0
"within"",",0,1,0,0,1,1,1,0
"world",0,1,1,0,0,1,0,0
"world"",",0,1,1,0,0,1,0,0
"yet",0,1,0,0,0,0,0,0
"yet"",",0,1,0,0,0,0,0,0
"""11",0,0,1,0,0,1,0,0
"""24",0,0,1,0,0,0,0,0
"""50",0,0,1,0,0,0,0,0
"""accessible",0,0,1,0,0,0,0,0
"""advice",0,0,1,0,0,1,0,0
"""affordable",0,0,3,0,2,1,0,0
"""allow",0,0,1,0,1,0,1,0
"""allows",0,0,1,1,0,0,0,0
"""anyone",0,0,2,0,0,0,0,0
"""apraxia",0,0,1,1,0,0,0,0
"""assistive",0,0,1,1,1,0,0,0
"""backup",0,0,1,0,0,0,0,0
"""been",0,0,2,1,9,4,3,0
"""believe",0,0,2,0,0,1,0,0
"""buttons",0,0,1,10,0,0,0,2
"""capable",0,0,1,0,0,0,0,0
"""categories",0,0,2,0,0,0,2,0
"""challenged",0,0,1,0,0,0,1,0
"""change",0,0,3,1,0,1,2,0
"""combine",0,0,1,0,0,0,0,0
"""committed",0,0,1,0,0,0,0,0
"""company",0,0,1,0,1,0,0,0
"""completely",0,0,1,0,0,0,1,0
"""complicated",0,0,1,0,0,0,0,0
"""continual",0,0,1,0,0,0,0,0
"""cost",0,0,1,0,1,1,0,1
"""design",0,0,2,0,0,0,0,0
"""designed",0,0,2,1,1,0,0,0
"""developed",0,0,3,0,0,0,0,0
"""devices",0,0,2,1,1,0,1,1
"""difference",0,0,1,0,0,0,0,0
"""digital",0,0,2,0,0,0,0,0
"""dream",0,0,1,0,1,0,0,0
"""dreamed",0,0,1,0,0,0,0,0
"""each",0,0,1,2,1,3,0,0
"""educators",0,0,2,0,0,0,0,0
"""either",0,0,1,0,0,0,0,0
"""engineers",0,0,1,0,0,0,0,0
"""environment",0,0,1,1,3,0,0,0
"""equip",0,0,1,0,0,0,0,0
"""everyone",0,0,1,0,1,0,0,0
"""ewell",0,0,1,0,0,0,0,0
"""excited",0,0,1,0,1,0,0,0
"""expand",0,0,1,1,0,0,0,0
"""expensive",0,0,1,1,2,1,0,0
"""experts",0,0,1,0,0,0,0,0
"""favorite",0,0,1,0,2,1,0,0
"""feature",0,0,1,3,0,0,0,0
"""fee",0,0,1,0,1,0,0,0
"""feedback",0,0,1,0,1,0,0,0
"""female",0,0,1,0,0,0,0,0
"""flexible",0,0,3,0,0,0,0,0
"""founded",0,0,1,0,0,0,0,0
"""fun",0,0,1,0,1,0,0,0
"""further",0,0,1,0,0,0,0,0
"""garage",0,0,2,0,0,0,0,0
"""giving",0,0,2,0,2,1,0,0
"""goal",0,0,1,0,0,0,0,0
"""great",0,0,1,1,7,1,1,0
"""guidance",0,0,1,0,0,0,0,0
"""high",0,0,1,0,1,1,1,0
"""home",0,0,1,0,3,1,0,3
"""huge",0,0,2,0,1,0,1,0
"""icons",0,0,1,0,1,3,0,0
"""icons8",0,0,1,0,0,0,0,0
"""improve",0,0,1,0,0,0,0,0
"""improvement",0,0,1,0,0,0,1,0
"""inc",0,0,1,0,0,0,0,0
"""individuals",0,0,3,3,1,0,0,0
"""ipod",0,0,1,1,0,0,1,0
"""its",0,0,1,0,4,2,0,0
"""keeping",0,0,1,1,0,0,0,0
"""key",0,0,1,0,0,0,0,0
"""kind",0,0,1,0,1,0,0,0
"""learns",0,0,1,0,0,0,0,0
"""licensed",0,0,1,0,0,0,0,0
"""lives",0,0,2,0,0,0,0,0
"""look",0,0,1,0,2,0,0,0
"""made",0,0,1,0,2,1,0,0
"""male",0,0,1,0,0,0,0,0
"""may",0,0,1,1,2,1,0,1
"""mentality",0,0,1,0,0,0,0,0
"""mind",0,0,1,0,0,0,1,0
"""mindset",0,0,1,0,0,0,0,0
"""mission",0,0,1,0,0,0,0,0
"""mode",0,0,1,0,1,1,0,0
"""navigate",0,0,1,3,0,1,2,0
"""navigation",0,0,1,0,0,0,0,1
"""needed",0,0,1,0,0,2,0,1
"""non",0,0,2,0,2,2,0,0
"""now",0,0,1,0,3,3,1,0
"""one",0,0,2,1,9,3,1,0
"""origin",0,0,1,0,0,0,0,0
"""outcome",0,0,1,0,0,0,0,0
"""pack",0,0,1,0,0,0,0,0
"""pathologist",0,0,1,0,1,0,1,0
"""peoples",0,0,1,0,0,0,0,0
"""personal",0,0,3,0,1,0,0,0
"""personalize",0,0,2,0,0,0,0,0
"""place",0,0,1,0,0,0,0,0
"""please",0,0,1,0,0,2,5,1
"""possible",0,0,2,0,0,0,0,0
"""profiles",0,0,4,0,0,0,0,0
"""providing",0,0,1,0,1,0,1,0
"""result",0,0,1,0,0,0,0,0
"""russ",0,0,1,0,0,0,0,0
"""save",0,0,1,0,1,0,2,0
"""says",0,0,1,0,0,1,0,0
"""school",0,0,1,0,5,1,0,0
"""scribbler",0,0,2,0,0,0,0,0
"""sentence",0,0,1,0,0,0,0,1
"""seriously",0,0,1,0,0,0,0,0
"""set",0,0,1,1,4,0,0,0
"""setting",0,0,1,0,1,1,0,0
"""setups",0,0,1,0,0,0,0,0
"""silence",0,0,1,0,0,0,0,0
"""silicon",0,0,1,0,0,0,0,0
"""simplicity",0,0,1,0,1,0,0,0
"""small",0,0,1,0,1,0,0,0
"""smarty",0,0,1,0,0,0,0,0
"""special",0,0,1,0,1,0,1,1
"""spend",0,0,2,0,0,0,0,0
"""story",0,0,1,0,0,0,0,0
"""strip",0,0,1,0,0,0,0,1
"""talking",0,0,1,0,0,0,0,0
"""than",0,0,1,0,4,2,1,1
"""themselves",0,0,1,0,1,0,0,0
"""therapy",0,0,1,0,0,0,0,0
"""this",0,0,3,1,34,18,9,5
"""too",0,0,2,1,1,0,1,0
"""touch",0,0,1,1,2,0,0,0
"""transfer",0,0,1,0,0,0,0,0
"""typical",0,0,1,0,0,0,0,0
"""typifies",0,0,1,0,0,0,0,0
"""unlimited",0,0,1,0,0,0,0,0
"""us",0,0,1,1,0,2,3,0
"""valley",0,0,1,0,0,0,0,0
"""verbal",0,0,2,0,3,3,0,1
"""verbally",0,0,1,0,0,0,1,0
"""was",0,0,3,0,15,10,0,0
"""while",0,0,1,0,1,2,0,0
"""whole",0,0,1,0,2,0,0,1
"""whose",0,0,1,0,0,0,0,0
"""will",0,0,1,0,5,1,0,1
"""yes",0,0,1,0,3,0,1,0
"11"",",0,0,1,0,0,1,0,0
"24"",",0,0,1,0,0,0,0,0
"50"",",0,0,1,0,0,0,0,0
"8"",",0,0,1,0,0,0,1,0
"accessible",0,0,1,0,0,0,0,0
"accessible"",",0,0,1,0,0,0,0,0
"advice",0,0,1,0,0,1,0,0
"advice"",",0,0,1,0,0,1,0,0
"affordable",0,0,3,0,2,1,0,0
"affordable"",",0,0,3,0,2,1,0,0
"allow",0,0,1,0,1,0,1,0
"allow"",",0,0,1,0,1,0,1,0
"allows",0,0,1,1,0,0,0,0
"allows"",",0,0,1,1,0,0,0,0
"anyone",0,0,2,0,0,0,0,0
"anyone"",",0,0,2,0,0,0,0,0
"apraxia",0,0,1,1,0,0,0,0
"apraxia"",",0,0,1,1,0,0,0,0
"assistive",0,0,1,1,1,0,0,0
"assistive"",",0,0,1,1,1,0,0,0
"backup",0,0,1,0,0,0,0,0
"backup"",",0,0,1,0,0,0,0,0
"been",0,0,2,1,9,4,3,0
"been"",",0,0,2,1,9,4,3,0
"believe",0,0,2,0,0,1,0,0
"believe"",",0,0,2,0,0,1,0,0
"buttons",0,0,1,10,0,0,0,2
"buttons"",",0,0,1,10,0,0,0,2
"c(""a",0,0,1,0,0,1,0,0
"capable",0,0,1,0,0,0,0,0
"capable"",",0,0,1,0,0,0,0,0
"categories",0,0,2,0,0,0,2,0
"categories"",",0,0,2,0,0,0,2,0
"challenged",0,0,1,0,0,0,1,0
"challenged"",",0,0,1,0,0,0,1,0
"change",0,0,3,1,0,1,2,0
"change"",",0,0,3,1,0,1,2,0
"combine",0,0,1,0,0,0,0,0
"combine"",",0,0,1,0,0,0,0,0
"committed",0,0,1,0,0,0,0,0
"committed"",",0,0,1,0,0,0,0,0
"company",0,0,1,0,1,0,0,0
"company"",",0,0,1,0,1,0,0,0
"completely",0,0,1,0,0,0,1,0
"completely"",",0,0,1,0,0,0,1,0
"complicated",0,0,1,0,0,0,0,0
"complicated"",",0,0,1,0,0,0,0,0
"continual",0,0,1,0,0,0,0,0
"continual"",",0,0,1,0,0,0,0,0
"cost",0,0,1,0,1,1,0,1
"cost"",",0,0,1,0,1,1,0,1
"design",0,0,2,0,0,0,0,0
"design"",",0,0,2,0,0,0,0,0
"designed",0,0,2,1,1,0,0,0
"designed"",",0,0,2,1,1,0,0,0
"developed",0,0,3,0,0,0,0,0
"developed"",",0,0,3,0,0,0,0,0
"devices",0,0,2,1,1,0,1,1
"devices"",",0,0,2,1,1,0,1,1
"difference",0,0,1,0,0,0,0,0
"difference"",",0,0,1,0,0,0,0,0
"digital",0,0,2,0,0,0,0,0
"digital"",",0,0,2,0,0,0,0,0
"dream",0,0,1,0,1,0,0,0
"dream"",",0,0,1,0,1,0,0,0
"dreamed",0,0,1,0,0,0,0,0
"dreamed"",",0,0,1,0,0,0,0,0
"each",0,0,1,2,1,3,0,0
"each"",",0,0,1,2,1,3,0,0
"educators",0,0,2,0,0,0,0,0
"educators"",",0,0,2,0,0,0,0,0
"either",0,0,1,0,0,0,0,0
"either"",",0,0,1,0,0,0,0,0
"engineers",0,0,1,0,0,0,0,0
"engineers"",",0,0,1,0,0,0,0,0
"environment",0,0,1,1,3,0,0,0
"environment"",",0,0,1,1,3,0,0,0
"equip",0,0,1,0,0,0,0,0
"equip"",",0,0,1,0,0,0,0,0
"ever",0,0,1,0,3,0,0,0
"ever"",",0,0,1,0,3,0,0,0
"everyone",0,0,1,0,1,0,0,0
"everyone"",",0,0,1,0,1,0,0,0
"ewell",0,0,1,0,0,0,0,0
"ewell"",",0,0,1,0,0,0,0,0
"excited",0,0,1,0,1,0,0,0
"excited"",",0,0,1,0,1,0,0,0
"expand",0,0,1,1,0,0,0,0
"expand"",",0,0,1,1,0,0,0,0
"expensive",0,0,1,1,2,1,0,0
"expensive"",",0,0,1,1,2,1,0,0
"experts",0,0,1,0,0,0,0,0
"experts"",",0,0,1,0,0,0,0,0
"favorite",0,0,1,0,2,1,0,0
"favorite"",",0,0,1,0,2,1,0,0
"feature",0,0,1,3,0,0,0,0
"feature"",",0,0,1,3,0,0,0,0
"fee",0,0,1,0,1,0,0,0
"fee"",",0,0,1,0,1,0,0,0
"feedback",0,0,1,0,1,0,0,0
"feedback"",",0,0,1,0,1,0,0,0
"female",0,0,1,0,0,0,0,0
"female"",",0,0,1,0,0,0,0,0
"flexible",0,0,3,0,0,0,0,0
"flexible"",",0,0,3,0,0,0,0,0
"founded",0,0,1,0,0,0,0,0
"founded"",",0,0,1,0,0,0,0,0
"fun",0,0,1,0,1,0,0,0
"fun"",",0,0,1,0,1,0,0,0
"further",0,0,1,0,0,0,0,0
"further"",",0,0,1,0,0,0,0,0
"garage",0,0,2,0,0,0,0,0
"garage"",",0,0,2,0,0,0,0,0
"giving",0,0,2,0,1,1,0,0
"giving"",",0,0,2,0,1,1,0,0
"goal",0,0,1,0,0,0,0,0
"goal"",",0,0,1,0,0,0,0,0
"great",0,0,1,1,6,0,2,0
"great"",",0,0,1,1,6,0,1,0
"guidance",0,0,1,0,0,0,0,0
"guidance"",",0,0,1,0,0,0,0,0
"high",0,0,1,0,1,1,0,0
"high"",",0,0,1,0,1,1,0,0
"home",0,0,1,0,3,1,0,3
"home"",",0,0,1,0,3,1,0,3
"huge",0,0,2,0,1,0,1,0
"huge"",",0,0,2,0,1,0,1,0
"icons",0,0,1,0,1,3,0,0
"icons"",",0,0,1,0,1,3,0,0
"icons8",0,0,1,0,0,0,0,0
"icons8"",",0,0,1,0,0,0,0,0
"improve",0,0,1,0,0,0,0,0
"improve"",",0,0,1,0,0,0,0,0
"improvement",0,0,1,0,0,0,1,0
"improvement"",",0,0,1,0,0,0,1,0
"inc",0,0,1,0,0,0,0,0
"inc"",",0,0,1,0,0,0,0,0
"individuals",0,0,3,3,1,0,0,0
"individuals"",",0,0,3,3,1,0,0,0
"ipod",0,0,1,1,0,0,1,0
"ipod"",",0,0,1,1,0,0,1,0
"its",0,0,1,0,4,2,0,0
"its"",",0,0,1,0,4,2,0,0
"keeping",0,0,1,1,0,0,0,0
"keeping"",",0,0,1,1,0,0,0,0
"key",0,0,1,0,0,0,0,0
"key"",",0,0,1,0,0,0,0,0
"kind",0,0,1,0,1,0,0,0
"kind"",",0,0,1,0,1,0,0,0
"learns",0,0,1,0,0,0,0,0
"learns"",",0,0,1,0,0,0,0,0
"licensed",0,0,1,0,0,0,0,0
"licensed"",",0,0,1,0,0,0,0,0
"lives",0,0,2,0,0,0,0,0
"lives"",",0,0,2,0,0,0,0,0
"look",0,0,1,0,2,0,0,0
"look"",",0,0,1,0,2,0,0,0
"made",0,0,1,0,2,1,0,0
"made"",",0,0,1,0,2,1,0,0
"male",0,0,1,0,0,0,0,0
"male"",",0,0,1,0,0,0,0,0
"may",0,0,1,1,2,1,0,1
"may"",",0,0,1,1,2,1,0,1
"mentality",0,0,1,0,0,0,0,0
"mentality"",",0,0,1,0,0,0,0,0
"mind",0,0,1,0,0,0,1,0
"mind"",",0,0,1,0,0,0,1,0
"mindset",0,0,1,0,0,0,0,0
"mindset"",",0,0,1,0,0,0,0,0
"mission",0,0,1,0,0,0,0,0
"mission"",",0,0,1,0,0,0,0,0
"mode",0,0,1,0,1,1,0,0
"mode"",",0,0,1,0,1,1,0,0
"navigate",0,0,1,3,0,1,2,0
"navigate"",",0,0,1,3,0,1,2,0
"navigation",0,0,1,0,0,0,0,1
"navigation"",",0,0,1,0,0,0,0,1
"needed",0,0,1,0,0,2,0,1
"needed"",",0,0,1,0,0,2,0,1
"non",0,0,2,0,2,2,0,0
"non"",",0,0,2,0,2,2,0,0
"now",0,0,1,0,3,3,1,0
"now"",",0,0,1,0,3,3,1,0
"one",0,0,2,1,9,3,1,0
"one"",",0,0,2,1,9,3,1,0
"origin",0,0,1,0,0,0,0,0
"origin"",",0,0,1,0,0,0,0,0
"outcome",0,0,1,0,0,0,0,0
"outcome"",",0,0,1,0,0,0,0,0
"pack",0,0,1,0,0,0,0,0
"pack"",",0,0,1,0,0,0,0,0
"pathologist",0,0,1,0,1,0,1,0
"pathologist"",",0,0,1,0,1,0,1,0
"peoples",0,0,1,0,0,0,0,0
"peoples"",",0,0,1,0,0,0,0,0
"personal",0,0,3,0,1,0,0,0
"personal"",",0,0,3,0,1,0,0,0
"personalize",0,0,2,0,0,0,0,0
"personalize"",",0,0,2,0,0,0,0,0
"place",0,0,1,0,0,0,0,0
"place"",",0,0,1,0,0,0,0,0
"please",0,0,1,0,0,2,5,0
"please"",",0,0,1,0,0,2,5,1
"possible",0,0,2,0,0,0,0,0
"possible"",",0,0,2,0,0,0,0,0
"profiles",0,0,4,0,0,0,0,0
"profiles"",",0,0,4,0,0,0,0,0
"providing",0,0,1,0,1,0,1,0
"providing"",",0,0,1,0,1,0,1,0
"result",0,0,1,0,0,0,0,0
"result"",",0,0,1,0,0,0,0,0
"russ",0,0,1,0,0,0,0,0
"russ"",",0,0,1,0,0,0,0,0
"save",0,0,1,0,1,0,2,0
"save"",",0,0,1,0,1,0,2,0
"says",0,0,1,0,0,1,0,0
"says"",",0,0,1,0,0,1,0,0
"school",0,0,1,0,5,1,0,0
"school"",",0,0,1,0,5,1,0,0
"scribbler",0,0,2,0,0,0,0,0
"scribbler"",",0,0,2,0,0,0,0,0
"sentence",0,0,1,0,0,0,0,1
"sentence"",",0,0,1,0,0,0,0,1
"seriously",0,0,1,0,0,0,0,0
"seriously"",",0,0,1,0,0,0,0,0
"set",0,0,1,1,4,0,0,0
"set"",",0,0,1,1,4,0,0,0
"setting",0,0,1,0,1,1,0,0
"setting"",",0,0,1,0,1,1,0,0
"setups",0,0,1,0,0,0,0,0
"setups"",",0,0,1,0,0,0,0,0
"silence",0,0,1,0,0,0,0,0
"silence"",",0,0,1,0,0,0,0,0
"silicon",0,0,1,0,0,0,0,0
"silicon"",",0,0,1,0,0,0,0,0
"simplicity",0,0,1,0,1,0,0,0
"simplicity"",",0,0,1,0,1,0,0,0
"since"")",0,0,1,0,0,0,0,0
"small",0,0,1,0,1,0,0,0
"small"",",0,0,1,0,1,0,0,0
"smarty",0,0,1,0,0,0,0,0
"smarty"",",0,0,1,0,0,0,0,0
"special",0,0,1,0,1,0,1,1
"special"",",0,0,1,0,1,0,1,1
"spend",0,0,2,0,0,0,0,0
"spend"",",0,0,2,0,0,0,0,0
"story",0,0,1,0,0,0,0,0
"story"",",0,0,1,0,0,0,0,0
"strip",0,0,1,0,0,0,0,1
"strip"",",0,0,1,0,0,0,0,1
"talking",0,0,1,0,0,0,0,0
"talking"",",0,0,1,0,0,0,0,0
"than",0,0,1,0,4,2,1,2
"than"",",0,0,1,0,4,2,1,2
"themselves",0,0,1,0,1,0,0,0
"themselves"",",0,0,1,0,1,0,0,0
"therapy",0,0,1,0,0,0,0,0
"therapy"",",0,0,1,0,0,0,0,0
"this",0,0,3,1,34,18,9,5
"this"",",0,0,3,1,32,18,9,5
"too",0,0,2,1,1,0,1,0
"too"",",0,0,2,1,2,0,1,0
"touch",0,0,1,1,2,0,0,0
"touch"",",0,0,1,1,2,0,0,0
"transfer",0,0,1,0,0,0,0,0
"transfer"",",0,0,1,0,0,0,0,0
"typical",0,0,1,0,0,0,0,0
"typical"",",0,0,1,0,0,0,0,0
"typifies",0,0,1,0,0,0,0,0
"typifies"",",0,0,1,0,0,0,0,0
"unlimited",0,0,1,0,0,0,0,0
"unlimited"",",0,0,1,0,0,0,0,0
"us"",",0,0,1,1,0,2,3,0
"valley",0,0,1,0,0,0,0,0
"valley"",",0,0,1,0,0,0,0,0
"verbal",0,0,2,0,3,3,0,1
"verbal"",",0,0,2,0,3,3,0,1
"verbally",0,0,1,0,0,0,1,0
"verbally"",",0,0,1,0,0,0,1,0
"was",0,0,3,0,15,10,0,0
"was"",",0,0,3,0,15,10,0,0
"while",0,0,1,0,1,2,0,0
"while"",",0,0,1,0,1,2,0,0
"whole",0,0,1,0,2,0,0,1
"whose",0,0,1,0,0,0,0,0
"whose"",",0,0,1,0,0,0,0,0
"will",0,0,1,0,5,1,0,1
"will"",",0,0,1,0,5,1,0,1
"yes",0,0,1,0,3,0,1,0
"yes"",",0,0,1,0,3,0,1,0
"""15",0,0,0,1,0,0,0,0
"""actions",0,0,0,2,0,0,0,0
"""activate",0,0,0,1,0,0,0,0
"""activation",0,0,0,1,0,0,0,0
"""adjusted",0,0,0,1,0,0,0,0
"""affect",0,0,0,1,0,0,0,0
"""als",0,0,0,1,0,0,0,0
"""another",0,0,0,1,1,0,1,1
"""applications",0,0,0,2,0,0,0,0
"""automatically",0,0,0,1,0,0,0,1
"""borders",0,0,0,1,0,0,0,0
"""british",0,0,0,1,0,0,0,0
"""button",0,0,0,6,0,1,6,5
"""camera",0,0,0,1,1,0,0,1
"""capabilities",0,0,0,1,0,0,0,0
"""category",0,0,0,1,0,0,6,0
"""clear",0,0,0,1,0,0,0,1
"""colors",0,0,0,1,0,0,0,0
"""computer",0,0,0,1,1,0,0,0
"""conditions",0,0,0,1,0,0,0,0
"""configured",0,0,0,1,0,0,0,0
"""copied",0,0,0,4,0,0,0,0
"""customized",0,0,0,1,1,1,0,0
"""dedicated",0,0,0,1,0,0,0,0
"""desired",0,0,0,1,0,0,1,0
"""different",0,0,0,3,1,6,0,0
"""difficulty",0,0,0,1,0,0,0,0
"""display",0,0,0,1,0,0,0,1
"""divided",0,0,0,1,0,0,0,0
"""dragging",0,0,0,1,0,0,0,0
"""dwell",0,0,0,1,0,0,0,0
"""essence",0,0,0,1,0,0,0,0
"""etc",0,0,0,1,2,0,0,0
"""example",0,0,0,1,1,0,1,2
"""exported",0,0,0,1,0,0,0,0
"""featured",0,0,0,1,0,0,0,0
"""file",0,0,0,1,0,0,0,0
"""fill",0,0,0,1,1,0,0,0
"""fits",0,0,0,2,0,0,0,0
"""five",0,0,0,1,0,0,0,0
"""fonts",0,0,0,1,0,0,0,0
"""four",0,0,0,1,0,1,0,0
"""generated",0,0,0,2,0,0,0,0
"""gestures",0,0,0,1,0,0,0,0
"""gives",0,0,0,1,2,0,1,0
"""hd",0,0,0,1,0,0,0,0
"""image",0,0,0,1,1,0,0,1
"""imported",0,0,0,1,0,0,0,0
"""individual",0,0,0,1,0,0,0,0
"""into",0,0,0,4,4,2,0,1
"""ishare",0,0,0,1,0,0,0,0
"""large",0,0,0,1,0,0,0,0
"""layout",0,0,0,1,0,1,1,3
"""letters",0,0,0,1,0,0,0,0
"""linked",0,0,0,1,0,0,0,0
"""loud",0,0,0,1,0,1,0,0
"""measures",0,0,0,1,0,0,0,0
"""meet",0,0,0,1,1,0,0,0
"""message",0,0,0,6,0,0,0,1
"""messages",0,0,0,4,0,1,0,0
"""modified",0,0,0,1,0,0,0,0
"""much",0,0,0,1,9,0,2,2
"""multichat",0,0,0,1,0,0,0,0
"""music",0,0,0,1,1,0,0,0
"""noisy",0,0,0,1,0,0,0,0
"""note",0,0,0,1,1,0,0,0
"""number",0,0,0,1,0,1,0,0
"""pasted",0,0,0,2,0,0,0,0
"""personality",0,0,0,1,0,0,0,0
"""play",0,0,0,1,0,0,0,0
"""playing",0,0,0,1,0,1,0,0
"""posted",0,0,0,1,0,0,0,0
"""previously",0,0,0,1,0,0,0,0
"""primary",0,0,0,1,0,0,0,0
"""program",0,0,0,1,5,4,2,1
"""protect",0,0,0,1,0,0,0,0
"""provided",0,0,0,1,1,0,0,0
"""purchases",0,0,0,1,0,0,0,0
"""push",0,0,0,1,1,0,0,0
"""rearranged",0,0,0,1,0,0,0,0
"""release",0,0,0,2,0,0,0,0
"""roll",0,0,0,1,0,0,0,1
"""safe",0,0,0,1,0,0,0,0
"""send",0,0,0,1,0,0,0,0
"""service",0,0,0,1,3,0,0,1
"""sets",0,0,0,6,1,0,0,0
"""shared",0,0,0,1,0,0,0,0
"""should",0,0,0,1,0,0,0,0
"""silently",0,0,0,1,0,0,0,0
"""simply",0,0,0,2,2,0,0,0
"""spelling",0,0,0,1,0,0,0,0
"""spoken",0,0,0,2,0,0,0,0
"""store",0,0,0,1,0,0,0,0
"""stroke",0,0,0,1,0,0,0,0
"""styling",0,0,0,1,0,0,0,0
"""subscribe",0,0,0,1,0,0,0,0
"""such",0,0,0,1,0,3,1,0
"""synthesized",0,0,0,1,0,0,0,0
"""synthesizer",0,0,0,1,0,0,0,0
"""taken",0,0,0,1,0,0,0,0
"""targets",0,0,0,1,0,0,0,0
"""tilt",0,0,0,1,0,0,0,0
"""timing",0,0,0,1,0,0,0,0
