word
a protective
protective case
case there
there are
are amplified
amplified ipad
ipad cases
cases you
you can
can buy
buy elsewhere
best communication
communication app
app available
available i
i use
use the
the app
app i
i totally
totally recommend
recommend it
it the
the app
app is
is the
the best
best one
one out
out there
there for
for communication
communication and
and has
has so
so many
many voices
voices you
you can
can add
add your
your own
own images
images other
other ones
ones i’ve
i’ve seen
seen the
the voices
voices are
are seoprate
seoprate the
the app
app is
is easy
easy to
to navigate
navigate and
and figure
figure out
out you
you can
can add
add words
words change
change pronounces
pronounces which
which i
i love
love you
you can
can add
add folders
folders which
which is
is helped
helped me
me figure
figure out
out were
were all
all of
of the
the things
things are
are though
though i
i use
use this
this to
to communicate
communicate becuase
becuase i
i cant
cant speak
speak its
its the
the perfect
perfect app
app though
though not
not that
that expensive
expensive compared
compared to
to the
the other
other ones
ones i’ve
i’ve see
see the
the only
only thing
thing i
i wish
wish that
that i
i could
could turn
turn off
off is
is the
the news
news for
for the
the app
app since
since it
it drives
drives me
me crazy
crazy to
to get
get notifications
notifications about
about new
new update
update please
please make
make a
a setting
setting to
to turn
turn that
that off
off other
other than
than that
that it’s
it’s good
good app
so versatile
versatile in
in helping
helping my
my loved
loved one
one communicate
communicate my
my niece
niece has
has had
had proloquo2go
proloquo2go since
since she
she was
was 5
5 heading
heading in
in to
to kindergarten
kindergarten she
she is
is now
now 14
14 ready
ready to
to start
start high
high school
school at
at 5
5 years
years old
old this
this app
app helped
helped her
her communicate
communicate her
her wants
wants and
and spared
spared all
all of
of us
us the
the frustration
frustration of
of playing
playing 20
20 questions
questions in
in order
order to
to figure
figure out
out what
what she
she needed
needed or
or wanted
wanted it
it has
has only
only grown
grown since
since then
then it
it has
has helped
helped her
her speech
speech she
she often
often tries
tries to
to repeat
repeat what
what she
she has
has made
made it
it say
say for
for her
her lately
lately she
she types
types into
into the
the app
app and
and listens
listens to
to it
it speak
speak what
what she
she has
has typed
typed she
she loves
loves telling
telling me
me what
what to
to add
add to
to it
it and
and what
what pictures
pictures she
she wants
wants used
used for
for each
each button
button proloquo2go
proloquo2go is
is one
one of
of her
her best
best tools
tools that
that assist
assist her
her speech
speech and
and communication
communication thank
thank you
a positive
positive behavior
behavior modifier
modifier and
and freedom
freedom giver
giver as
as a
a multi
multi disabled
disabled woman
woman who
who is
is nonverbal
nonverbal deaf
deaf partially
partially blind
blind mild
mild autistic
autistic and
and slightly
slightly physically
physically disabled
disabled i
i found
found this
this app
app proloquo2go
proloquo2go a
a helpful
helpful in
in modifying
modifying my
my behavior
behavior to
to match
match my
my age
age in
in a
a positive
positive way
way and
and liberates
liberates me
me from
from using
using communication
communication partner
partner the
the interpreter
interpreter by
by giving
giving me
me the
the degree
degree of
of freedom
freedom to
to communicate
communicate with
with the
the hearing
hearing people
people while
while i
i am
am on
on trip
trip for
for various
various activities
activities such
such as
as shopping
shopping this
this app
app was
was very
very helpful
helpful in
in preparing
preparing me
me for
for open
open our
our world
world to
to prove
prove that
that i
i can
can freely
freely communicate
communicate with
with whoever
whoever as
as i
i am
am on
on go
go i
i believe
believe this
this app
app has
has given
given me
me the
the increased
increased degree
degree of
of independence
independence of
of communication
communication and
and social
social time
time it
it has
has given
given me
me many
many positive
positive avenues
avenues for
for shaping
shaping my
my future
future life
life through
through undergo
undergo a
a positive
positive behavior
behavior modification
modification and
and positive
positive social
social time
a voice
voice for
for k
k we
we have
have been
been using
using this
this app
app for
for 7
7 years
years and
and love
love it
it we
we appreciate
appreciate how
how easy
easy it
it is
is to
to program
program and
and use
use i
i researched
researched for
for several
several months
months before
before making
making the
the purchase
purchase for
for home
home use
use this
this was
was the
the highest
highest recommended
recommended at
at the
the time
time our
our son
son is
is 20
20 and
and non
non verbal
verbal unless
unless prompted
prompted to
to say
say something
something he
he quickly
quickly figured
figured out
out he
he could
could make
make food
food and
and beverage
beverage choices
choices which
which was
was very
very motivating
motivating for
for him
him we
we even
even have
have it
it programmed
programmed for
for fast
fast food
food choices
choices he
he also
also uses
uses it
it to
to select
select leisure
leisure activity
activity choices
choices i
i highly
highly recommend
recommend this
this app
app our
our previous
previous device
device was
was heavy
heavy slow
slow to
to start
start and
and cost
"cost 7,000"
"7,000 the"
the ipad
ipad app
app and
and protective
protective case
case was
was well
well under
"under 1,000"
life changing
changing i
i am
am a
a verbal
verbal autistic
autistic and
and schizophrenia
schizophrenia spectrum
spectrum college
college student
student who
who is
is more
more and
and more
more frequently
frequently losing
losing speech
speech and
and has
has what
what appears
appears to
to be
be progressive
progressive cognitive
cognitive disability
disability proloquo2go
proloquo2go has
has been
been a
a life
life changer
changer i
i frequently
frequently use
use it
it to
to talk
talk to
to my
my friends
friends over
over discord
discord by
by constructing
constructing my
my messages
messages on
on it
it and
and reading
reading replies
replies on
on a
a different
different device
device i
i also
also use
use it
it to
to talk
talk to
to my
my roommates
roommates and
and i'm
i'm slowly
slowly getting
getting the
the courage
courage to
to use
use it
it in
in more
more and
and more
more situations
situations my
my only
only criticism
criticism is
is i
i wish
wish it
it had
had a
a dark
dark mode
mode or
or a
a dimmer
dimmer background
background since
since the
the white
white hurts
hurts my
my eyes
eyes and
and exacerbates
exacerbates my
my tics
tics after
after a
a while
while highly
highly recommend
recommend worth
worth every
every penny
