word
shaping my future
my future life
future life through
life through undergo
through undergo a
undergo a positive
a positive behavior
positive behavior modification
behavior modification and
modification and positive
and positive social
positive social time
a voice for
voice for k
for k we
k we have
we have been
have been using
been using this
using this app
this app for
app for 7
for 7 years
7 years and
years and love
and love it
love it we
it we appreciate
we appreciate how
appreciate how easy
how easy it
easy it is
it is to
is to program
to program and
program and use
and use i
use i researched
i researched for
researched for several
for several months
several months before
months before making
before making the
making the purchase
the purchase for
purchase for home
for home use
home use this
use this was
this was the
was the highest
the highest recommended
highest recommended at
recommended at the
at the time
the time our
time our son
our son is
son is 20
is 20 and
20 and non
and non verbal
non verbal unless
verbal unless prompted
unless prompted to
prompted to say
to say something
say something he
something he quickly
he quickly figured
quickly figured out
figured out he
out he could
he could make
could make food
make food and
food and beverage
and beverage choices
beverage choices which
choices which was
which was very
was very motivating
very motivating for
motivating for him
for him we
him we even
we even have
even have it
have it programmed
it programmed for
programmed for fast
for fast food
fast food choices
food choices he
choices he also
he also uses
also uses it
uses it to
it to select
to select leisure
select leisure activity
leisure activity choices
activity choices i
choices i highly
i highly recommend
highly recommend this
recommend this app
this app our
app our previous
our previous device
previous device was
device was heavy
was heavy slow
heavy slow to
slow to start
to start and
start and cost
"and cost 7,000"
"cost 7,000 the"
"7,000 the ipad"
the ipad app
ipad app and
app and protective
and protective case
protective case was
case was well
was well under
"well under 1,000"
life changing i
changing i am
i am a
am a verbal
a verbal autistic
verbal autistic and
autistic and schizophrenia
and schizophrenia spectrum
schizophrenia spectrum college
spectrum college student
college student who
student who is
who is more
is more and
more and more
and more frequently
more frequently losing
frequently losing speech
losing speech and
speech and has
and has what
has what appears
what appears to
appears to be
to be progressive
be progressive cognitive
progressive cognitive disability
cognitive disability proloquo2go
disability proloquo2go has
proloquo2go has been
has been a
been a life
a life changer
life changer i
changer i frequently
i frequently use
frequently use it
use it to
it to talk
to talk to
talk to my
to my friends
my friends over
friends over discord
over discord by
discord by constructing
by constructing my
constructing my messages
my messages on
messages on it
on it and
it and reading
and reading replies
reading replies on
replies on a
on a different
a different device
different device i
device i also
i also use
also use it
use it to
it to talk
to talk to
talk to my
to my roommates
my roommates and
roommates and i'm
and i'm slowly
i'm slowly getting
slowly getting the
getting the courage
the courage to
courage to use
to use it
use it in
it in more
in more and
more and more
and more situations
more situations my
situations my only
my only criticism
only criticism is
criticism is i
is i wish
i wish it
wish it had
it had a
had a dark
a dark mode
dark mode or
mode or a
or a dimmer
a dimmer background
dimmer background since
background since the
since the white
the white hurts
white hurts my
hurts my eyes
my eyes and
eyes and exacerbates
and exacerbates my
exacerbates my tics
my tics after
tics after a
after a while
a while highly
while highly recommend
highly recommend worth
recommend worth every
worth every penny
