word,n
a brain infection,1
a brother a,1
a business owner,1
a care home,1
a channel for,1
a child who,1
a child with,1
a chrysalis the,1
a communication partner,1
a community i,1
a computer program,1
a culture it,1
a dark abyss,1
a defenseless object,1
a designated vocabulary,1
a desire to,1
a device if,1
a different way,1
a dynamic tool,1
a faded memory,1
a few clients,1
a first class,1
a friend a,1
a friend no,1
a ghost a,1
a gigantic space,1
a great fantastic,1
a heavy fog,1
a husband a,1
a job in,1
a keen amateur,1
a lack of,1
a larger study,1
a little kid,1
a little more,1
a long time,1
a look at,1
a lot about,1
a lot of,1
a major help,1
a major motivator,1
a man child,1
a man it,1
a man someone,1
a man the,1
a man worthy,1
a means of,1
a message it,1
a mindless phantom,1
a minute i,1
a mom fix,1
a moment of,1
a month and,1
a more accurate,1
a more caring,1
a new voice,1
a normal happy,1
a page based,1
a place where,1
a platform the,1
a power complex,1
a random stranger,1
a ready audience,1
a reality that,1
a reply as,1
a sand castle,1
a school slp,1
a seemingly silent,1
a sense you,1
a silent invisible,1
a silent man,1
a son a,1
a specific gap,1
a strong advocate,1
a substitute for,1
a terrible darkness,1
a three month,1
a toll on,1
a tool that,1
a unique opportunity,1
a vacant shell,1
a variety of,1
a vegetable having,1
a very dark,1
a very hard,1
a vibrant mind,1
a week whether,1
a wheelchair i,1
a wheelchair today,1
a word of,1
a word on,1
a working relationship,1
a world i,1
a year i,1
aac about their,1
aac are lack,1
aac argued that,1
aac communication communicative,1
aac device if,1
aac gives individuals,1
aac have lower,1
aac is extremely,1
aac is now,1
aac learners aac,1
aac learners are,1
aac learners can,1
aac needs to,1
aac people with,1
aac providing education,1
aac software to,1
aac software’s such,1
aac software’s to,1
aac systems with,1
aac the pages,1
aac to engage,1
aac use for,1
aac users a,1
aac users feel,1
aac users here’s,1
aac users increased,1
aac users regularly,1
aac users will,1
aac voice output,1
abandon the idea,1
ability to communicate,1
ability to control,1
ability to speak,1
ability yes starting,1
able to access,1
able to go,1
able to participate,1
able to share,1
able to speak,1
about 10 core,1
about 10 different,1
about aac providing,1
about aac software’s,1
about and you're,1
about ants running,1
about anything and,1
about communicating i've,1
about disabilities and,1
about for years,1
about getting the,1
about how videos,1
about it i've,1
about it there,1
about it when,1
about more than,1
about myself joan,1
about once a,1
about picking up,1
about politics economy,1
about saying things,1
about talking about,1
about the device,1
about the role,1
about their rights,1
about their use,1
about what she,1
absolutely wasn't it,1
abuse to others,1
abused me physically,1
abyss i remember,1
accept me for,1
acceptance although social,1
accepted as a,1
access for a,1
access not based,1
access the buttons,1
access to a,1
accessibility challenges mean,1
accessibility to various,1
accessibility why does,1
accessing the devices,1
accompanying disorders these,1
according to statistics,1
accurate picture of,1
accurate sentences face,1
accurately pronounce dada,1
acquisition through motor,1
across the floor,1
across this using,1
act of you,1
act the fleeting,1
actions speak louder,1
active participant in,1
active social media,1
activism movie promotions,1
actual wordpower42 vocabulary,1
add additional vocabulary,1
added more tangible,1
added strange core,1
additional technology that,1
additional vocabulary to,1
additions since she,1
adolescent and adult,1
adolescents and young,1
adult aac users,1
adults especially are,1
adults who use,1
adults with communication,1
advantages it has,1
advice social media,1
advocate for users,1
affect the quality,1
affordable healthcare plans,1
after all i,1
after covid mckinnon,1
again a man,1
again and again,1
again i just,1
again that would,1
again when supporting,1
against or prevent,1
agree that she,1
aids and the,1
alienated and they,1
aligns with community,1
all alone in,1
all changed with,1
all i had,1
all i knew,1
all of the,1
all of your,1
all over again,1
all sounds the,1
all the buttons,1
all this is,1
all this we,1
allow her to,1
allow the user,1
allows them to,1
alone i was,1
alone in a,1
alone in the,1
alone wishing you,1
alone with my,1
already those to,1
also be difficult,1
also been a,1
also enables them,1
also find suitable,1
also give them,1
also have to,1
also learned that,1
also need to,1
also really struggled,1
also removed many,1
also spread awareness,1
also wondered about,1
alternative communication and,1
alternative communication for,1
although social media,1
although suggestions given,1
always best to,1
am hungry i,1
am i also,1
am in pain,1
am so much,1
am working with,1
amateur photographer it,1
amazing connection and,1
amazing my new,1
among our most,1
amongst participants as,1
an active participant,1
an amazing connection,1
an aromatherapist began,1
an electronic custom,1
an especially excellent,1
an inanimate object,1
an integral part,1
an ipad with,1
an observer with,1
an opportunity to,1
an slp who,1
and a bias,1
and a specific,1
and about 10,1
and accept me,1
and added more,1
and added strange,1
and adult aac,1
and again i,1
and all of,1
and already those,1
and android products,1
and anger flooded,1
and another part,1
and as liberating,1
and asking who,1
and by language,1
and cannot be,1
and cared for,1
and collaborative way,1
and communication something,1
and compassionate world,1
and complex communication,1
and concrete but,1
and could have,1
and could provide,1
and creates a,1
and data to,1
and desires are,1
and desires or,1
and desperation my,1
and do some,1
and electronic circuits,1
and error anyway,1
and even abuse,1
and family as,1
and family in,1
and family societal,1
and family they,1
and father following,1
and filled with,1
and finally my,1
and forgiving on,1
and freedoms states,1
and friends are,1
and friends that,1
and frightening i,1
and get opinions,1
and had even,1
and have made,1
and have programmed,1
and he smiled,1
and her outside,1
and honestly i,1
and how they,1
and i absolutely,1
and i believed,1
and i learned,1
and i thought,1
and in my,1
and instagram conversations,1
and isolation i,1
and it gave,1
and it should,1
and jolly and,1
and lack of,1
and language difficulties,1
and language skills,1
and limited her,1
and love for,1
and loved meanwhile,1
and maintain their,1
and maintaining relationships,1
and managed to,1
and meet their,1
and motivations social,1
and muted within,1
and navigate aac,1
and negative impacts,1
and nobody to,1
and other cybersecurity,1
and other key,1
and other times,1
and over another,1
and over children,1
and paste the,1
and physically access,1
and proloquo2go several,1
and promote acceptance,1
and psychological support,1
and put it,1
and receiving technical,1
and remember them,1
and respected still,1
and result in,1
and see utterances,1
and self representation,1
and sexually despite,1
and she has,1
and she will,1
and show off,1
and society at,1
and software and,1
and someone would,1
and sometimes eat,1
and spellings but,1
and supported so,1
and syntaxes this,1
and taken home,1
and that is,1
and the findings,1
and the increased,1
and the recent,1
and then build,1
and they are,1
and they can,1
and they did,1
and they expand,1
and those i,1
and tiktok it,1
and time again,1
and to put,1
and told me,1
and try to,1
and understand everything,1
and when whether,1
and will to,1
and wishes others,1
and within a,1
and you're not,1
and young adults,1
android products has,1
anger flooded through,1
announce to your,1
another heated argument,1
another more practical,1
another part wanted,1
another reason to,1
answering personal questions,1
ants running across,1
anxious about saying,1
any communication system,1
any core vocabulary,1
any help would,1
any normal person,1
any pressure fitting,1
any research supporting,1
anybody know my,1
anyone else has,1
anyone have any,1
anything and that,1
anything done together,1
anything in my,1
anyway we’re trying,1
appearance of voice,1
appears that they,1
appears to vanish,1
apple and android,1
application however i,1
application on it,1
applications or apps,1
appreciated i even,1
apps can be,1
apps including but,1
apps on apple,1
are able to,1
are among our,1
are being debated,1
are constricted stifled,1
are familiar with,1
are frowned upon,1
are having a,1
are having incentivizes,1
are in charge,1
are inclined to,1
are informal and,1
are just as,1
are keen on,1
are lack of,1
are my initial,1
are no colors,1
are often denied,1
are part of,1
are ready for,1
are recommending that,1
are set up,1
are shining here,1
are so who,1
are somehow overwhelming,1
are the sole,1
are told that,1
are up to,1
are using digital,1
are we without,1
area especially in,1
argued that more,1
argued that the,1
argues that individuals,1
argument between my,1
aromatherapist began coming,1
around and asking,1
around it with,1
around me and,1
around me being,1
around them seem,1
around us telling,1
article describes qualitative,1
article suggest that,1
as a boy,1
as a community,1
as a culture,1
as a man,1
as accessibility challenges,1
as anxious about,1
as critical in,1
as detailed a,1
as good as,1
as i began,1
as i had,1
as i learned,1
as i thought,1
as i'd like,1
as is it,1
as it is,1
as it often,1
as liberating as,1
as much research,1
as my dad,1
as not and,1
as not there,1
as often as,1
as powerful whether,1
as simple as,1
as stated by,1
as the canadian,1
as the device,1
as the hours,1
as the positive,1
as their peers,1
as this may,1
as to the,1
as touchchat wordpower,1
as vocabulary that,1
as warmly as,1
as well if,1
as you can,1
ascertain if they,1
asking who me,1
aspect of my,1
asserted my need,1
at large it,1
at least at,1
at me and,1
at some of,1
at the outset,1
at times i,1
at work i,1
ate and when,1
attention to details,1
audience and i,1
avaz aac people,1
avoid being duped,1
avoid having to,1
aware of everything,1
aware of their,1
awareness about aac,1
awareness about disabilities,1
awareness as stated,1
awareness my parents,1
awareness started to,1
away different want,1
away i had,1
away like a,1
away my dignity,1
away one year,1
baby they were,1
back in september,1
back together gradually,1
backgrounds of the,1
bad day as,1
bad i was,1
barney is so,1
barney reruns i,1
based grounded theory,1
based on receptive,1
based on what,1
be a communication,1
be a major,1
be a substitute,1
be an active,1
be an inanimate,1
be appreciated i,1
be argued that,1
be before i,1
be communicating for,1
be considered socially,1
be difficult for,1
be educated and,1
be exposed to,1
be functional lack,1
be instantly shared,1
be like someone,1
be managed to,1
be more widely,1
be part of,1
be rescued no,1
be successful communication,1
be the same,1
be to replace,1
be to some,1
be used for,1
be used to,1
be valuable resources,1
bear alone with,1
became a tool,1
became consumed by,1
became convinced that,1
became the perfect,1
because aac users,1
because barney is,1
because her cognitive,1
because i could,1
because in a,1
become a ghost,1
become a man,1
become an integral,1
become more aware,1
become reclusive social,1
become responsible global,1
bedroom into another,1
been a major,1
been dreaming about,1
been evolving rapidly,1
been fortunate enough,1
been moved out,1
been through i,1
been washed away,1
before i was,1
began coming to,1
began knitting itself,1
began to communicate,1
began to disappear,1
began to reshape,1
beginning of creating,1
beginning to use,1
behaved when they,1
being able to,1
being debated it,1
being defined by,1
being duped communicators,1
being given a,1
being said she,1
being single for,1
being trapped inside,1
being unable to,1
belief that nobody,1
believe everyone should,1
believe social media,1
believed that by,1
believes that using,1
belong while using,1
benefits different people,1
benefits of doing,1
benefits of social,1
besides want and,1
best i discovered,1
best moment of,1
best they could,1
best they knew,1
best thing that,1
best to start,1
bet perhaps my,1
better aligns with,1
better than they,1
between my parents,1
beyond my disability,1
bias for self,1
bigger page setup,1
blank canvas onto,1
blocks and electronic,1
bluntly was waiting,1
board or have,1
body a body,1
body a vibrant,1
body that doesn't,1
body was slowly,1
boy in a,1
boy people once,1
boy then everything,1
boy were put,1
boy who had,1
brain damaged boy,1
brain infection the,1
brings me farther,1
brother a business,1
buffer against or,1
build up think,1
built too close,1
business connections or,1
business owner a,1
but also removed,1
but frustrating at,1
but here are,1
but i couldn't,1
but i don’t,1
but i had,1
but i wonder,1
but if you,1
but joan helped,1
but neither of,1
but no luck,1
but no one,1
but not limited,1
but often quite,1
but rather supplement,1
but that simple,1
but the communication,1
but the years,1
but they can,1
but they treated,1
but we speak,1
button one is,1
button there are,1
buttons and remember,1
buttons are somehow,1
buttons in the,1
buttons is that,1
buttons on a,1
buttons on the,1
buttons she has,1
buttons that open,1
buttons then when,1
buttons will change,1
buy something from,1
by caring souls,1
by connecting virtually,1
by experts in,1
by expressing my,1
by language itself,1
by letting them,1
by limiting her,1
by monotony a,1
by nancy inman,1
by non experts,1
by noticing where,1
by people yet,1
by really listening,1
by repeating over,1
by school and,1
by taking care,1
by teaching core,1
by the children’s,1
by their disabilities,1
call their dad,1
can a aac,1
can affect the,1
can also be,1
can also find,1
can also give,1
can also spread,1
can be a,1
can be argued,1
can be instantly,1
can be valuable,1
can become reclusive,1
can cause frustration,1
can collaborate with,1
can discourage real,1
can express their,1
can feel less,1
can feel like,1
can fill the,1
can get difficult,1
can hide buttons,1
can improve social,1
can learn to,1
can make adolescent,1
can make their,1
can make them,1
can navigate social,1
can not navigate,1
can offer emotional,1
can provide aac,1
can provide an,1
can request and,1
can see and,1
can thank you,1
can use the,1
can't take away,1
canada in 2018,1
canada mckinnon 2022,1
canada reported that,1
canada were active,1
canadian charter of,1
cannot be a,1
canvas onto which,1
can’t play around,1
car while he,1
care abused me,1
care discreet use,1
care home about,1
care home and,1
care home i,1
care of me,1
cared for good,1
carefully consider it,1
caregivers and get,1
caregivers must enable,1
caretaking having to,1
caring and compassionate,1
caring souls and,1
castle built too,1
catfishing and other,1
cause frustration and,1
caution and a,1
cells dad and,1
cells grid to,1
challenge my own,1
challenge the preconceptions,1
challenges i also,1
challenges mean collaborating,1
challenges that i,1
change and someone,1
change anything in,1
change place and,1
changed everything i,1
changed i contracted,1
changed with joan,1
changing the letters,1
channel for expressing,1
charge of the,1
charged with my,1
charter of rights,1
child and as,1
child using the,1
child who uses,1
child with aac,1
children learn the,1
children we don't,1
children’s treatment network,1
choose number of,1
chrysalis the stark,1
circuits i'd loved,1
citizens establishing and,1
class honors graduate,1
clear button there,1
clear to them,1
client to be,1
clients in general,1
clients in our,1
clinic and she,1
clinical recommendation is,1
close down to,1
close to the,1
cognitive ability yes,1
cognitive level is,1
cognitive load off,1
collaborate with the,1
collaborate with was,1
collaborating with others,1
collaborative way i,1
collect me was,1
colors for the,1
combined with them,1
combos and spellings,1
come across this,1
come to you,1
comes out sounding,1
comes the opportunity,1
comfort me but,1
comfort to participate,1
comfortable until i,1
coming to the,1
commands surrounded by,1
comment on their,1
commenting directing others,1
comments since young,1
communicate about and,1
communicate about anything,1
communicate i became,1
communicate it was,1
communicate more i,1
communicate openly and,1
communicate provides a,1
communicate she has,1
communicate that has,1
communicate them are,1
communicate them non,1
communicate with others,1
communicate your personality,1
communicating for the,1
communicating i've thought,1
communicating it is,1
communicating with friends,1
communicating with others,1
communication aac argued,1
communication aac have,1
communication aids and,1
communication and within,1
communication as the,1
communication can cause,1
communication changed everything,1
communication communicative temptations,1
communication deficits can,1
communication deficits for,1
communication device need,1
communication difficulties can,1
communication environment using,1
communication increases understanding,1
communication is about,1
communication is what,1
communication needs may,1
communication needs require,1
communication needs to,1
communication needs who,1
communication opportunities for,1
communication partner can,1
communication partner is,1
communication partner one,1
communication partners are,1
communication partners do,1
communication partners for,1
communication partners this,1
communication problems which,1
communication so communicators,1
communication social media,1
communication something that,1
communication strategy one,1
communication system is,1
communication system the,1
communication will not,1
communicative functions greetings,1
communicative temptations several,1
communicators can feel,1
communicators must be,1
communicators must have,1
communicators to engage,1
communicators with language,1
community i have,1
community in hopes,1
community values and,1
company i would,1
compared to the,1
compassion and love,1
compassionate world once,1
compatibility of high,1
completely powerless to,1
completely unnecessary additions,1
complex speech challenges,1
complex that is,1
comprehend that i,1
computer program to,1
computing that i,1
concluded that 47,1
concrete but we,1
condition although suggestions,1
confidence to truly,1
confused what had,1
connect on the,1
connect to comfort,1
connected to their,1
connecting virtually social,1
connection and i,1
connection transformed how,1
connection with others,1
connections or to,1
consider it can,1
considered socially inappropriate,1
consistently using any,1
constant caretaking having,1
constricted stifled and,1
construct grammatically accurate,1
constructed intricate fantasies,1
construction only single,1
consumed by taking,1
contact and finally,1
continue using wp42,1
continue with that.typically,1
contracted a brain,1
control my movements,1
control of their,1
controlled every aspect,1
controlling the narrative,1
controlling their responses,1
conversations due to,1
conversations in avaz,1
conversations their friends,1
convey their protest,1
conveying a message,1
convinced that i,1
copy and paste,1
core board or,1
core by teaching,1
core vocab when,1
core vocabulary besides,1
core vocabulary is,1
core vocabulary just,1
core vocabulary such,1
core vocabulary when,1
core vocabulary you're,1
could do nothing,1
could fill with,1
could have found,1
could have helped,1
could however i,1
could in myself,1
could play in,1
could provide me,1
could reach out,1
could see and,1
could they do,1
could truly see,1
could understand what,1
could use to,1
couldn't find a,1
couldn't shake the,1
couldn't wait to,1
covid mckinnon reports,1
create messages that,1
create novel utterances,1
creates a more,1
creating a new,1
critical in the,1
cry and another,1
cues or controlling,1
culture it is,1
current systems but,1
current systems with,1
custom core board,1
cybersecurity threats also,1
da i’ve suggested,1
dad and her,1
dad as is,1
dad drove me,1
dad left me,1
dada like what,1
damaged boy who,1
dark abyss i,1
dark place to,1
darkest desires for,1
darkness pulled from,1
data presented here,1
data to support,1
day as the,1
day my mind,1
day passed i,1
days positioned in,1
deal with vile,1
death to finally,1
debated it is,1
decade with the,1
decided what i,1
deepest level with,1
defenseless object seemingly,1
deficits can make,1
deficits for those,1
defined by their,1
delays with social,1
deleted all of,1
deleted the wordpower42,1
denied due to,1
dependent upon the,1
describes qualitative interview,1
deserve this part,1
deserving of harsh,1
designated vocabulary set,1
designed sorry i,1
desire to use,1
desires are constricted,1
desires for more,1
desires or hearing,1
despair and desperation,1
desperately wanted to,1
desperation my mother,1
despite what they,1
destiny i spoke,1
detailed a reply,1
details that others,1
determination and self,1
determination individuals with,1
detract from your,1
developed by nancy,1
developing children we,1
developmental disabilities may,1
device accessing the,1
device and have,1
device as well,1
device for a,1
device if the,1
device if your,1
device is owned,1
device it appears,1
device it is,1
device itself why,1
device it’s teletherapy,1
device need to,1
device one communication,1
devices and software,1
devoid of feelings,1
did feel the,1
did what they,1
didn't quite know,1
die all alone,1
die i was,1
died my parents,1
different items we,1
different people in,1
different versions of,1
different want more,1
different way an,1
different ways moreover,1
difficult for people,1
difficult for those,1
difficult obstacle to,1
difficulties can also,1
difficulties of the,1
difficulties people with,1
digital technology can,1
digital technology into,1
digital technology research,1
dignity and i,1
directing others my,1
disabilities and complex,1
disabilities and promote,1
disabilities helps them,1
disabilities may have,1
disabilities people with,1
disabilities too may,1
disability and accept,1
disappear the lego,1
disbelief how could,1
discourage real life,1
discourse it allows,1
discovered that true,1
discreet use of,1
discussions about politics,1
dismissal and even,1
disorders these groups,1
disregarded and they,1
diversity of literacy,1
do as well,1
do not recommend,1
do nothing about,1
do some trial,1
do the people,1
do they our,1
do this in,1
do this to,1
do.young adults especially,1
doctors weren't sure,1
does anyone have,1
does this matter,1
doesn't respond to,1
dog i had,1
doing this does,1
don't have time,1
don't know if,1
don't limit ourselves,1
done this themselves,1
done to deserve,1
done together she,1
don’t think tc,1
door to collect,1
down to retreat,1
dreaming about for,1
dreams no hope,1
drifted away one,1
drink juice water,1
drink she has,1
drove me home,1
due to lack,1
due to the,1
due to their,1
duped communicators must,1
dynamic tool that,1
each individual has,1
easier communication social,1
eat drink she,1
eat hi guys,1
economy human rights,1
educated and supported,1
educating others about,1
education about aac,1
educational settings families,1
effecting the clients,1
either close down,1
electronic circuits i'd,1
electronic custom core,1
else has come,1
embedded within our,1
emotional and psychological,1
emotions and desires,1
enable young communicators,1
enables them to,1
enabling us to,1
engage in conversations,1
engage on social,1
engage with digital,1
engage with others,1
engagement and result,1
engaging in social,1
enlarge into a,1
enormous compassion and,1
enough time to,1
enough to have,1
enrich their social,1
enriching friendships the,1
entire family's lives,1
entombed within a,1
environment using social,1
error anyway we’re,1
especially are inclined,1
especially excellent space,1
especially in regard,1
essentially grieving the,1
establishing a working,1
establishing and maintaining,1
establishing social inclusion,1
even abuse to,1
even got kojak,1
even had mom,1
eventually fail every,1
eventually i lost,1
ever happened to,1
ever love me,1
ever show me,1
ever spoke with,1
every aspect of,1
every test for,1
every two hours,1
everyday lives to,1
everyone should be,1
everything but i,1
everything changed i,1
everything i used,1
everything just like,1
evidence and data,1
evident that communicating,1
evolution of technology,1
evolved into a,1
evolving rapidly over,1
examine opportunities for,1
excellent space for,1
exciting but often,1
exhilarating but frustrating,1
existed it's a,1
existence was tortured,1
exists within the,1
expand communication opportunities,1
expand to 20,1
expanded her vocabulary,1
expected me to,1
expected otherwise it,1
expecting to die,1
experiences caregivers must,1
experiences exists within,1
expert advice social,1
experts are frowned,1
experts in augmentative,1
explore social media,1
explore this opportunity,1
exploring this area,1
exposed to more,1
express in words,1
express their humour,1
expressing my thoughts,1
expressing themselves it,1
expressing wants needs,1
expression and communication,1
expression to aac,1
extremely limited and,1
eye contact and,1
eyes or communicate,1
fabulous idea yes,1
face face interaction,1
face interaction can,1
face interactions however,1
face to face,1
facebook instagram twitter,1
facebook twitter and,1
faced time and,1
facets instead of,1
fact my entire,1
fact only just,1
faded memory of,1
fail every test,1
failed to notice,1
familiar with to,1
families and friends,1
family as a,1
family in a,1
family societal participation,1
family they may,1
family's lives became,1
fantasies about ants,1
fantasies i hoped,1
fantastic fabulous idea,1
farther into the,1
father following yet,1
father walk through,1
fear and to,1
feel alienated and,1
feel as anxious,1
feel feelings eat,1
feel included communication,1
feel less inhibited,1
feel like i,1
feel like they,1
feel that she,1
feel the first,1
feel whole again,1
feeling making me,1
feeling of utter,1
feelings eat drink,1
feelings that people,1
fell in love,1
felt like looking,1
felt safe and,1
felt was best,1
felt worthless there,1
few clients in,1
fight hurt sadness,1
fill the gap,1
fill with fantasies,1
filled with disbelief,1
filled with enormous,1
finally my ability,1
finally release me,1
find a way,1
find suitable caregivers,1
find yourself because,1
findings within this,1
first 12 years,1
first class honors,1
first job making,1
first time it,1
first time someone,1
fitting in social,1
fix the pronunciation,1
fleeting moment of,1
flooded through me,1
floor i taught,1
fog and all,1
followers and friends,1
following yet another,1
for 13 long,1
for a few,1
for a long,1
for a month,1
for a variety,1
for aac is,1
for aac learners,1
for aac users,1
for alternative communication,1
for an electronic,1
for company i,1
for death to,1
for establishing social,1
for expert advice,1
for expressing themselves,1
for good or,1
for independence to,1
for individuals with,1
for it they,1
for keeping up,1
for me the,1
for mental awareness,1
for more info,1
for more than,1
for my mother,1
for myself i,1
for others with,1
for outside private,1
for people who,1
for self care,1
for self expression,1
for self reported,1
for social activism,1
for the backgrounds,1
for the first,1
for the most,1
for the people,1
for the rest,1
for them over,1
for them the,1
for they keys,1
for touchchat was,1
for understanding their,1
for us words,1
for users of,1
for who i,1
for years however,1
forgiving on spellings,1
form their responses,1
forms of aac,1
forms of augmentative,1
forms of technology,1
fortunate enough to,1
forward to well,1
foster and maintain,1
found it impossible,1
found out and,1
freedoms states that,1
friend a brother,1
friend no one,1
friends are having,1
friends are up,1
friends are vital,1
friends as often,1
friends drifted away,1
friends that you,1
friendships the wide,1
friend’s new profile,1
frightening i was,1
fringe vocabulary drink,1
from educational settings,1
from it by,1
from me they,1
from my reality,1
from the internet,1
from the store,1
from touchchat and,1
from work thinking,1
from your message,1
front of the,1
frowned upon and,1
frustrating at times,1
frustration and isolation,1
function in i,1
functional communication can,1
functional lack of,1
functions greetings answering,1
gap for self,1
gap so more,1
gave me the,1
gave up sinking,1
general we have,1
get anything done,1
get difficult for,1
get enough time,1
get it to,1
get my first,1
get my hands,1
get opinions on,1
getting stronger i,1
getting support support,1
getting the message,1
ghost a faded,1
gigantic space that,1
give it to,1
give them more,1
given a means,1
given by non,1
given me all,1
gives individuals an,1
gives them a,1
global citizens establishing,1
go away different,1
go home i,1
go out and,1
goal of using,1
going my existence,1
going to spend,1
going to the,1
going well my,1
good as not,1
good or bad,1
got kojak the,1
got worse eventually,1
government believes that,1
gradually my awareness,1
graduate a keen,1
grammatically accurate sentences,1
gratitude it all,1
great fantastic fabulous,1
greetings answering personal,1
grid to program,1
grieving the loss,1
grounded theory research,1
groups can be,1
groups can offer,1
groups on social,1
grown to become,1
guys i’m trying,1
had a job,1
had a lot,1
had a ready,1
had a very,1
had access for,1
had become a,1
had been dreaming,1
had been moved,1
had been through,1
had been washed,1
had even got,1
had grown to,1
had i done,1
had in their,1
had known me,1
had mom copy,1
had no dreams,1
had of myself,1
had only just,1
had resigned myself,1
had said i,1
had so many,1
had taken a,1
hands on it,1
happen again and,1
happened i was,1
happened to me,1
happening i lived,1
happy and jolly,1
happy healthy little,1
hard time establishing,1
harsh words dismissal,1
has 2 buttons,1
has 5 tangible,1
has also been,1
has an ipad,1
has become an,1
has been evolving,1
has come across,1
has ever happened,1
has evolved into,1
has given me,1
has its pitfalls,1
has less opportunity,1
has less things,1
has made it,1
has provided increased,1
has several advantages,1
has the problem,1
has the right,1
has undoubtedly increased,1
hashtags and show,1
have a desire,1
have a minute,1
have a power,1
have access to,1
have an amazing,1
have any research,1
have as much,1
have been fortunate,1
have come to,1
have done this,1
have faced time,1
have found out,1
have had a,1
have helped but,1
have lower social,1
have made it,1
have me tested,1
have necessary privacy,1
have parents involved,1
have programmed this,1
have right now,1
have so much,1
have social communication,1
have this school,1
have time to,1
have to regularly,1
have training with,1
have vanished other,1
having a bad,1
having incentivizes aac,1
having the intelligence,1
having to deal,1
having to wake,1
he argues that,1
he quickly went,1
he smiled i,1
heads while those,1
healthcare plans easier,1
healthy little boy,1
heard and respected,1
heard in issues,1
hearing those of,1
heated argument between,1
heavy fog and,1
help a mom,1
help for individuals,1
help would be,1
helped but the,1
helped me to,1
helps in educating,1
helps such individuals,1
helps them become,1
helps them present,1
helps them take,1
her attention to,1
her cognitive level,1
her device as,1
her device for,1
her device is,1
her for outside,1
her outside therapy,1
her to use,1
her touchchat device,1
her vocabulary back,1
here are my,1
here are part,1
here together if,1
here’s a look,1
hi guys i’m,1
hidden in plain,1
hide buttons in,1
high tech aac,1
high tech forms,1
highly dependent upon,1
hit me that,1
home about once,1
home and managed,1
home and try,1
home from work,1
home i don't,1
home i said,1
home seeing my,1
home those were,1
honestly i felt,1
honors graduate a,1
hope nothing to,1
hoped that my,1
hopes of teaching,1
hospital i desperately,1
hours of the,1
hours to turn,1
houston singing no,1
how could they,1
how i was,1
how important it,1
how long it,1
how people behaved,1
how the shadows,1
how the world,1
how their friends,1
how they were,1
how to function,1
how to navigate,1
how videos on,1
how was she,1
however after all,1
however i longed,1
however i progressively,1
however i want,1
however we communicate,1
however with social,1
human connection transformed,1
human enabling us,1
human rights and,1
humour with memes,1
hungry i am,1
hurt sadness and,1
husband a son,1
i absolutely wasn't,1
i agree that,1
i also learned,1
i also really,1
i also wondered,1
i am hungry,1
i am i,1
i am in,1
i am so,1
i am working,1
i asserted my,1
i ate and,1
i became the,1
i believe everyone,1
i believe social,1
i believed that,1
i can’t play,1
i constructed intricate,1
i contracted a,1
i could do,1
i could fill,1
i could in,1
i could see,1
i could understand,1
i could use,1
i couldn't find,1
i couldn't wait,1
i desperately wanted,1
i did feel,1
i didn't quite,1
i died my,1
i discovered that,1
i don't have,1
i don't know,1
i done to,1
i don’t think,1
i even had,1
i ever spoke,1
i feel like,1
i felt like,1
i felt safe,1
